86,87,99
26,27,38
121,122,134
51,52,63
147,1,13
16,27,15
105,116,104
93,92,81
119,130,118
52,53,64
75,63,64
27,26,15
23,24,36
55,56,67
69,70,81
102,90,91
31,19,20
47,48,60
29,18,30
55,67,66
155,73,157
25,151,149
37,25,26
26,14,15
13,1,2
16,28,27
20,32,31
79,80,91
39,28,40
124,123,111
61,50,62
77,65,78
86,73,74
155,153,49
88,87,76
74,62,75
121,165,163
97,159,85
85,86,98
163,161,109
123,122,110
114,113,102
182,140,184
127,126,115
139,127,128
126,125,114
126,114,115
113,101,102
76,65,77
91,80,92
90,77,78
66,67,78
132,131,120
119,108,120
94,93,82
92,80,81
141,129,130
81,82,93
142,143,188
132,164,166
132,120,164
164,120,162
120,108,162
130,131,142
160,108,96
83,95,94
96,108,107
146,148,12
150,36,24
154,72,60
84,95,83
32,33,44
81,70,82
94,106,105
90,101,89
66,65,54
39,51,50
43,32,44
181,8,7
5,6,17
187,11,10
9,21,20
189,12,11
35,23,36
49,37,38
153,151,37
13,14,25
37,49,153
62,63,75
61,155,49
38,50,49
38,39,50
151,25,37
149,13,25
147,13,149
147,145,1
171,1,169
145,169,1
173,2,171
14,2,3
14,13,2
2,1,171
175,5,4
15,14,3
29,28,17
39,38,27
29,40,28
52,64,63
28,39,27
51,63,62
37,26,38
25,14,26
155,61,73
50,51,62
40,51,39
40,52,51
41,52,40
65,66,78
41,53,52
54,55,66
53,65,64
53,54,65
91,103,102
76,64,65
100,111,99
88,76,77
89,88,77
75,64,76
101,100,89
87,75,76
100,99,88
86,74,87
112,111,100
87,88,99
87,74,75
73,61,74
50,61,49
62,74,61
73,85,157
97,98,110
157,85,159
73,86,85
159,97,161
85,98,97
86,99,98
161,97,109
163,109,121
98,99,111
97,110,109
182,139,140
111,123,110
122,109,110
125,124,113
110,98,111
112,124,111
137,138,178
137,178,176
122,121,109
124,136,135
123,135,122
121,133,165
133,167,165
133,134,170
124,135,123
133,121,134
133,170,167
134,172,170
134,135,172
174,136,176
136,137,176
125,137,136
138,139,180
135,136,174
124,125,136
172,135,174
134,122,135
116,127,115
139,138,127
126,138,137
126,127,138
178,138,180
180,139,182
184,140,141
141,142,186
143,132,144
184,141,186
140,139,128
140,129,141
128,116,117
116,128,127
129,140,128
104,116,115
105,93,94
114,103,115
92,93,104
104,103,92
104,115,103
114,125,113
126,137,125
113,112,101
113,124,112
89,100,88
101,112,100
90,102,101
103,114,102
77,90,89
90,79,91
103,91,92
90,78,79
67,79,78
67,68,79
79,68,80
47,46,34
68,69,80
80,69,81
56,44,45
58,46,47
117,105,106
95,96,107
83,94,82
95,107,106
95,106,94
118,129,117
107,118,106
104,93,105
128,117,129
116,105,117
106,118,117
119,120,131
118,130,129
130,119,131
186,142,188
141,130,142
143,190,188
143,144,190
144,168,192
190,144,192
132,166,144
143,131,132
143,142,131
107,119,118
107,108,119
71,83,82
72,156,84
71,72,83
160,162,108
84,96,95
84,158,96
144,166,168
158,160,96
158,84,156
83,72,84
154,48,152
156,72,154
71,60,72
48,36,152
150,152,36
154,60,48
71,59,60
58,70,69
60,59,47
58,69,57
71,70,59
71,82,70
68,57,69
33,21,34
70,58,59
46,45,34
48,47,35
58,57,46
58,47,59
22,21,9
148,24,12
148,150,24
9,185,10
12,24,11
146,12,191
189,191,12
11,24,23
11,23,10
34,21,22
48,35,36
22,10,23
23,35,22
46,57,45
34,35,47
34,22,35
45,33,34
31,43,42
68,56,57
57,56,45
45,44,33
55,54,43
67,56,68
55,44,56
41,42,53
53,42,54
54,42,43
30,18,19
55,43,44
42,30,31
21,32,20
21,33,32
19,31,30
32,43,31
16,17,28
16,15,4
41,30,42
41,40,29
18,29,17
30,41,29
3,4,15
3,173,4
3,2,173
5,17,16
5,16,4
6,5,177
4,173,175
177,5,175
6,18,17
7,6,179
179,6,177
7,18,6
7,179,181
7,19,18
7,8,19
8,20,19
8,9,20
181,183,8
10,22,9
8,183,9
11,187,189
9,183,185
185,187,10
