input_detx,input_dety,corrected_detx,corrected_dety
-15.7745503994372,15.8949625118307,-1.390614,-1.6687368
-12.3823513777583,15.7593791630873,-1.390614,-1.390614
-8.94308310570574,15.6575531176051,-1.390614,-1.1124912
-5.97847314763189,15.5892982663514,-1.390614,-0.8343684
-2.91720993954585,15.5297339419219,-1.390614,-0.5562456
0.0977431469871091,15.4742632690304,-1.390614,-0.2781228
3.15429685725182,15.391195097227,-1.390614,0
6.11375629514702,15.2867108836993,-1.390614,0.2781228
9.0039511294678,15.1844991949819,-1.390614,0.5562456
12.1213634321243,15.0749061225128,-1.390614,0.8343684
14.923627764569,14.9773539149712,-1.390614,1.1124912
17.1320046651837,14.9013477729782,-1.390614,1.390614
-16.0075085783749,13.719394962181,-1.1124912,-1.6687368
-12.654097508568,13.5267760164181,-1.1124912,-1.390614
-9.35598126430975,13.3420701551896,-1.1124912,-1.1124912
-6.38241062135167,13.1773163586377,-1.1124912,-0.8343684
-3.32204210141413,13.0029189893003,-1.1124912,-0.5562456
-0.35027097167204,12.8508095815219,-1.1124912,-0.2781228
2.63880009209047,12.6930996821528,-1.1124912,0
5.60405133037983,12.5154019548732,-1.1124912,0.2781228
8.56094453058305,12.3689057291221,-1.1124912,0.5562456
11.6513400609923,12.268829503783,-1.1124912,0.8343684
14.6266208361824,12.1823132910555,-1.1124912,1.1124912
17.0430749308402,12.1051958040779,-1.1124912,1.390614
-16.2591842647122,10.5741479387965,-0.8343684,-1.6687368
-13.0195268287017,10.4668896427233,-0.8343684,-1.390614
-9.88195535717718,10.3672034036984,-0.8343684,-1.1124912
-6.82738196918584,10.2798741696666,-0.8343684,-0.8343684
-3.78971638396481,10.1810511430256,-0.8343684,-0.5562456
-0.802433190260767,10.0754835079344,-0.8343684,-0.2781228
2.20241143856115,9.93987099156034,-0.8343684,-4.84400916976092e-18
5.16956864021645,9.74543337102206,-0.8343684,0.2781228
7.50521991204607,-14.9081347266782,1.54932832719433,0.460793177379583
-23.3629739592659,-1.4150572919722,0.28312428742709,-2.26943744618278
-2.39584911304729,-4.37807556492472,0.536926724376935,-0.346704330452262
17.1458468123018,-8.53641772855737,0.894822631975628,1.40886169848809
-17.8924289982985,-13.3011229878488,1.33299630465466,-1.69406780237918
-15.9427286597337,-6.00594357356051,0.691264522527742,-1.58051498604555
-15.647015724856,11.8118851152448,-0.945315284121647,-1.62480147721362
-25.0360865818827,-0.168741976472777,0.171806551862792,-2.43556236405951
10.7101400058802,-17.4980498496034,1.82658483547216,0.731391442570941
-3.76463841513679,-14.7378600972768,1.57663753045461,-0.574362081718548
-9.21467814563046,18.8489087240533,-1.77064997681965,-1.1908292214423
18.6875182717589,11.851772257116,-1.09160633882974,1.58039908941906
4.13293200931662,-24.1129351626832,2.67653938927212,-0.00187973019686138
-4.1732516459977,-4.87354564721547,0.584895945035591,-0.512648330495425
15.3350324485783,12.0267014455791,-1.09866757519797,1.19436845995857
-6.00999088918373,14.2587716215409,-1.23843772370037,-0.817146977895071
-13.0085549192078,-12.3483440034107,1.26110572967249,-1.35610107129025
-8.36576718368498,-17.4705156003528,2.19938837785215,-0.992797299030521
6.96039485309461,19.4227896412136,-1.80579337610102,0.286197675031266
17.3279308411469,-15.7375053638003,1.57769645750261,1.38283449817046
-17.8667778676116,19.7419003664578,-1.86975353510838,-1.87314231599136
-8.86635214175293,-19.4781746447975,2.64797870606963,-1.04940122548013
8.56645571716436,-16.4579704817678,1.72486826287661,0.542730893998271
12.1293701255438,8.32082929902552,-0.722227054943647,0.928733147123565
-25.7501739884783,-4.68895618750712,0.579517678303689,-2.4443548008156
17.1713502403938,-0.996937526149182,0.162534625947919,1.41461498970336
4.05210741007091,-15.3724303740468,1.62186348646691,0.135845170240845
6.3438045484412,-19.0610128482964,2.05655542107785,0.286044810598997
-22.2057849918393,-8.60849946057501,0.896559914149056,-2.05825901596987
11.6158437652696,-4.52317826669276,0.531508555770118,0.927448256549099
3.67391808233857,3.3605583916124,-0.195480735012939,0.197417296261926
11.5992099196044,12.5760461925132,-1.14258198695486,0.825180666318662
3.6037382286356,-3.20272179865554,0.419111572802341,0.205738450013047
-5.61075673834475,-23.7666993501755,3.01972036489977,-0.837860226137446
-8.21289668667266,-0.983739363330574,0.225963554567665,-0.874832043626218
-20.6798367614508,11.2390777798505,-0.878949152837629,-2.0501453111038
-19.6236170942389,-16.7167146411858,2.8560187041028,-1.77335080234939
-18.3313128872879,-2.95197236879754,0.421974387600539,-1.79929206238843
-22.1766941029323,-20.7569385958889,-0.317260901151844,-1.9468596
